Next,o
plague,o
outbreak,o
in,o
Madagascar,o
could,o
be,o
',o
stronger,o
',o
:,o
WHO,o
NEWLINENEWLINE,o
Geneva,o
-,o
The,o
World,o
Health,o
Organisation,o
chief,o
on,o
Wednesday,o
said,o
a,o
deadly,o
plague,o
epidemic,o
appeared,PROP
to,o
have,o
been,o
brought,o
under,o
control,o
in,o
Madagascar,o
",",o
but,o
warned,o
the,o
next,o
outbreak,o
would,o
likely,o
be,o
stronger,o
.,o
NEWLINENEWLINE,o
"""",o
The,PROP
next,PROP
transmission,PROP
could,PROP
be,PROP
more,PROP
pronounced,PROP
or,PROP
stronger,PROP
",",PROP
"""",o
WHO,o
Director,o
-,o
General,o
Tedros,o
Adhanom,o
Ghebreyesus,o
told,o
reporters,o
in,o
Geneva,o
",",o
insisting,o
that,o
"""",o
the,o
issue,o
is,o
serious,o
.,o
"""",o
NEWLINENEWLINE,o
An,o
outbreak,o
of,o
both,o
bubonic,o
plague,o
",",o
which,o
is,o
spread,o
by,o
infected,o
rats,o
via,o
flea,o
bites,o
",",o
and,o
pneumonic,o
plague,o
",",o
spread,o
person,o
to,o
person,o
",",o
has,o
killed,o
more,o
than,o
200,o
people,o
in,o
the,o
Indian,o
Ocean,o
island,o
nation,o
since,o
August,o
.,o
NEWLINENEWLINE,o
Madagascar,o
has,o
suffered,o
bubonic,o
plague,o
outbreaks,o
almost,o
every,o
year,o
since,o
1980,o
",",o
often,o
caused,o
by,o
rats,o
fleeing,o
forest,o
fires,o
.,o
NEWLINENEWLINE,o
The,o
disease,o
tends,o
to,o
make,o
a,o
comeback,o
each,o
hot,o
rainy,o
season,o
",",o
from,o
September,o
to,o
April,o
.,o
NEWLINE,o
On,o
average,o
",",o
between,o
300,o
and,o
600,o
infections,o
are,o
recorded,o
every,o
year,o
among,o
a,o
population,o
approaching,o
25,o
million,o
people,o
",",o
according,o
to,o
a,o
UN,o
estimate,o
.,o
NEWLINENEWLINE,o
But,o
Tedros,o
voiced,o
alarm,o
that,o
"""",o
plague,o
in,o
Madagascar,o
behaved,o
in,o
a,PROP
very,PROP
",",PROP
very,PROP
different,PROP
way,o
this,o
year,o
.,o
"""",o
NEWLINENEWLINE,o
Cases,o
sprang,o
up,o
far,o
earlier,o
than,o
usual,o
and,o
",",o
instead,o
of,o
being,o
confined,o
to,o
the,o
countryside,o
",",o
the,o
disease,o
infiltrated,o
towns,o
.,o
NEWLINE,o
The,o
authorities,o
recorded,o
more,o
than,o
2,o
000,o
cases,o
",",o
and,o
Tedros,o
said,o
Wednesday,o
the,o
death,o
toll,o
stood,o
at,o
207,o
.,o
NEWLINENEWLINE,o
He,PROP
also,PROP
pointed,PROP
to,PROP
the,PROP
presence,PROP
of,PROP
the,PROP
pneumonic,PROP
version,PROP
",",PROP
which,PROP
spreads,PROP
more,PROP
easily,PROP
and,PROP
is,PROP
more,PROP
virulent,PROP
",",PROP
in,PROP
the,PROP
latest,PROP
outbreak,PROP
.,PROP
NEWLINENEWLINE,o
He,o
praised,o
the,o
rapid,o
response,o
from,o
WHO,o
and,o
Madagascar,o
authorities,o
that,o
helped,o
bring,o
the,o
outbreak,o
under,o
control,o
",",o
but,PROP
warned,PROP
that,PROP
the,PROP
danger,PROP
was,PROP
not,PROP
over,PROP
.,PROP
NEWLINENEWLINE,o
The,o
larger,o
-,o
than,o
-,o
usual,o
outbreak,o
had,o
helped,o
spread,o
the,o
bacteria,o
that,o
causes,o
the,o
plague,o
more,o
widely,o
.,o
NEWLINENEWLINE,o
This,o
along,o
with,o
poor,o
sanitation,o
and,o
vector,o
control,o
on,o
Madagascar,o
meant,o
that,o
"""",o
when,PROP
(,PROP
the,PROP
plague,PROP
),PROP
comes,PROP
again,PROP
it,PROP
starts,PROP
from,PROP
more,PROP
stock,PROP
",",PROP
and,PROP
the,PROP
magnitude,PROP
in,PROP
the,PROP
next,PROP
transmission,PROP
could,PROP
be,PROP
higher,PROP
than,PROP
the,PROP
one,PROP
that,PROP
we,PROP
saw,PROP
",",PROP
"""",o
Tedros,o
said,o
.,o
NEWLINENEWLINE,o
"""",o
That,o
means,o
that,o
Madagascar,o
could,o
be,o
affected,o
more,o
",",o
and,o
not,o
only,o
that,o
",",o
it,PROP
could,PROP
even,PROP
spill,PROP
over,PROP
into,PROP
neighbouring,PROP
countries,PROP
and,PROP
beyond,PROP
",",PROP
"""",o
he,o
warned,o
.,o
NEWLINENEWLINE,o
Complicating,o
vector,o
control,o
is,o
the,o
fact,o
that,o
the,o
fleas,o
that,o
carry,o
the,o
Yersinia,o
pestis,o
bacteria,o
that,o
causes,o
the,o
plague,o
have,o
proven,o
to,o
be,o
widely,o
resistant,o
to,o
chemicals,o
and,o
insecticides,o
.,o
NEWLINENEWLINE,o
"""",o
That,o
's,o
a,o
dangerous,o
combination,o
",",o
"""",o
Tedros,o
said,o
.,o
NEWLINE,o
US,o
bloggers,o
banned,o
from,o
entering,o
UK,o
NEWLINENEWLINE,o
Two,o
prominent,o
US,o
bloggers,o
have,o
been,o
banned,o
from,o
entering,o
the,o
UK,o
",",o
the,o
Home,o
Office,o
has,o
said,o
.,o
NEWLINENEWLINE,o
Pamela,o
Geller,o
and,o
Robert,o
Spencer,o
co,o
-,o
founded,o
anti,o
-,o
Muslim,o
group,o
Stop,PROP
Islamization,PROP
of,PROP
America,PROP
.,PROP
NEWLINENEWLINE,o
They,o
were,o
due,o
to,o
speak,o
at,o
an,o
English,o
Defence,o
League,o
march,o
in,o
Woolwich,o
",",o
where,o
Drummer,o
Lee,o
Rigby,o
was,o
killed,o
.,o
NEWLINENEWLINE,o
A,o
government,o
spokesman,o
said,o
individuals,o
whose,o
presence,o
"""",o
is,o
not,o
conducive,o
to,o
the,o
public,o
good,o
"""",o
could,o
be,o
excluded,o
by,o
the,o
home,o
secretary,o
.,o
NEWLINENEWLINE,o
He,o
added,o
:,o
"""",o
We,PROP
condemn,PROP
all,PROP
those,PROP
whose,PROP
behaviours,PROP
and,PROP
views,PROP
run,PROP
counter,PROP
to,PROP
our,PROP
shared,PROP
values,PROP
and,o
will,o
not,o
stand,o
for,o
extremism,o
in,o
any,o
form,o
.,o
"""",o
NEWLINENEWLINE,o
',o
Right,o
decision,o
',o
NEWLINE,o
Ms,o
Geller,o
",",o
of,o
the,o
Atlas,o
Shrugs,o
blog,o
",",o
and,o
Mr,o
Spencer,o
",",o
of,o
Jihad,o
Watch,o
",",o
are,o
also,o
co,o
-,o
founders,o
of,o
the,o
American,o
Freedom,o
Defense,o
Initiative,o
",",o
best,o
known,o
for,o
a,o
pro,o
-,o
Israel,o
"""",o
Defeat,PROP
Jihad,PROP
"""",PROP
poster,o
campaign,o
on,o
the,o
New,o
York,o
subway,o
.,o
NEWLINE,o
On,o
both,o
of,o
their,o
blogs,o
the,o
pair,o
called,o
their,o
bans,o
from,o
entering,o
the,o
UK,o
"""",o
a,PROP
striking,PROP
blow,PROP
against,PROP
freedom,PROP
"""",PROP
and,o
said,o
the,o
"""",o
the,PROP
nation,PROP
that,PROP
gave,PROP
the,PROP
world,PROP
the,PROP
Magna,PROP
Carta,PROP
is,PROP
dead,PROP
"""",PROP
.,PROP
NEWLINENEWLINE,o
They,o
were,o
due,o
to,o
attend,o
a,o
march,o
planned,o
by,o
the,o
far,o
-,o
right,o
EDL,o
to,o
mark,o
Armed,o
Forces,o
Day,o
on,o
29,o
June,o
",",o
ending,o
in,o
Woolwich,o
",",o
south,o
east,o
London,o
",",o
where,o
soldier,o
Drummer,o
Rigby,o
was,o
murdered,o
last,o
month,o
.,o
NEWLINENEWLINE,o
Keith,o
Vaz,o
",",o
chairman,o
of,o
the,o
Home,o
Affairs,o
Select,o
Committee,o
",",o
who,o
had,o
called,o
for,o
the,o
bloggers,o
to,o
be,o
banned,o
from,o
the,o
UK,o
",",o
said,o
:,o
"""",o
I,o
welcome,o
the,o
home,o
secretary,o
's,o
ban,o
on,o
Pamela,o
Geller,o
and,o
Robert,o
Spencer,o
from,o
entering,o
the,o
country,o
.,o
NEWLINE,o
This,o
is,o
the,o
right,o
decision,o
.,o
NEWLINE,o
The,PROP
UK,PROP
should,PROP
never,PROP
become,PROP
a,PROP
stage,PROP
for,PROP
inflammatory,PROP
speakers,PROP
who,PROP
promote,PROP
hate,PROP
.,PROP
"""",PROP
NEWLINENEWLINE,PROP
EDL,o
leader,o
Tommy,o
Robinson,o
",",o
meanwhile,o
",",o
criticised,o
the,o
decision,o
and,o
said,o
Ms,o
Geller,o
and,o
Mr,o
Spencer,o
were,o
coming,o
to,o
the,o
UK,o
to,o
lay,o
flowers,o
at,o
the,o
place,o
where,o
Drummer,o
Rigby,o
died,o
.,o
NEWLINENEWLINE,o
"""",o
It,o
's,o
embarrassing,o
for,o
this,o
so,PROP
-,PROP
called,PROP
land,PROP
of,PROP
democracy,PROP
and,PROP
freedom,PROP
of,PROP
speech,PROP
",",PROP
"""",o
he,o
said,o
.,o
NEWLINENEWLINE,o
"""",o
How,o
many,o
hate,PROP
preachers,PROP
are,o
living,o
in,o
this,o
country,o
?,o
NEWLINE,o
It,o
just,o
shows,o
what,o
sort,o
of,o
a,o
two,o
-,o
tier,o
system,o
we,o
have,o
here,o
.,o
"""",o
NEWLINENEWLINE,o
',o
Foster,o
hatred,o
',o
NEWLINE,o
Anti,o
-,o
fascism,o
campaigners,o
Hope,o
Not,o
Hate,o
had,o
campaigned,o
for,o
the,o
pair,o
to,o
not,o
be,o
allowed,o
into,o
the,o
UK,o
.,o
NEWLINENEWLINE,o
A,o
researcher,o
with,o
the,o
organisation,o
",",o
Matthew,o
Collins,o
",",o
said,o
it,o
was,o
"""",o
delighted,PROP
"""",PROP
with,PROP
the,PROP
decision,PROP
.,PROP
NEWLINENEWLINE,o
"""",o
These,o
two,o
are,o
among,o
some,o
of,o
the,o
most,o
extreme,o
anti,o
-,o
Muslim,o
activists,o
in,o
the,o
world,o
.,o
NEWLINE,o
They,o
've,o
nothing,o
to,o
contribute,o
to,o
life,o
in,o
this,o
country,o
.,o
NEWLINENEWLINE,o
"""",o
They,o
're,o
not,o
here,o
to,o
contribute,o
to,o
good,o
community,o
relations,o
.,o
NEWLINE,o
They,o
only,o
wanted,o
to,o
come,o
here,o
and,o
help,o
the,o
EDL,o
stir,o
up,o
more,o
trouble,o
.,o
NEWLINE,o
Britain,o
does,o
n't,o
need,o
more,o
hate,o
even,o
just,o
for,o
a,o
few,o
days,o
.,o
"""",o
NEWLINENEWLINE,o
Mr,o
Spencer,o
put,o
up,o
a,o
copy,o
of,o
what,o
appears,o
to,o
be,o
the,o
exclusion,o
decision,o
from,o
the,o
Home,o
Office,o
on,o
the,o
Jihad,o
Watch,o
website,o
",",o
while,o
Ms,o
Geller,o
posted,o
a,o
copy,o
of,o
her,o
letter,o
on,o
her,o
website,o
",",o
Atlas,o
Shrugs,o
.,o
NEWLINENEWLINE,o
The,o
letters,o
",",o
both,o
dated,o
Tuesday,o
",",o
claim,o
that,o
both,o
activists,o
have,o
fallen,o
within,o
the,o
scope,o
of,o
a,o
list,o
of,o
unacceptable,o
behaviours,o
by,o
making,o
statements,o
which,o
may,o
"""",o
foster,o
hatred,o
"""",o
and,o
lead,o
to,o
"""",o
inter,o
-,o
community,o
violence,o
"""",o
in,o
the,o
UK,o
.,o
NEWLINENEWLINE,o
Both,o
letters,o
gave,o
examples,o
of,o
anti,o
-,o
Muslim,o
views,o
stated,o
by,o
both,o
and,o
went,o
on,o
to,o
say,o
that,o
should,o
they,o
be,o
allowed,o
to,o
enter,o
the,o
UK,o
the,o
home,o
secretary,o
believes,o
they,o
would,o
"""",o
continue,o
to,o
espouse,o
such,o
views,o
"""",o
.,o
NEWLINE,o
Kate,o
Steinle,o
's,o
death,o
at,o
the,o
hands,o
of,o
a,o
Mexican,o
national,o
became,o
a,o
flashpoint,o
in,o
the,o
immigration,o
debate,o
—,o
here,o
's,o
the,o
story,o
behind,o
her,o
killing,o
NEWLINENEWLINE,o
The,o
surprise,o
acquittal,o
of,o
Jose,o
Ines,o
Garcia,o
Zarate,o
in,o
the,o
shooting,o
death,o
of,o
San,o
Francisco,o
woman,o
Kate,o
Steinle,o
set,o
off,o
a,o
firestorm,PROP
of,PROP
outrage,PROP
Thursday,o
night,o
",",o
as,o
top,o
conservatives,o
and,o
critics,o
of,o
so,o
-,o
called,o
"""",o
sanctuary,o
cities,o
"""",o
pinned,PROP
blame,PROP
for,PROP
Steinle,PROP
's,PROP
death,PROP
on,PROP
illegal,PROP
immigration,PROP
and,PROP
insufficiently,PROP
aggressive,PROP
deportation,PROP
policies,PROP
.,PROP
NEWLINENEWLINE,o
Garcia,o
Zarate,o
",",o
a,o
45-year,o
-,o
old,o
Mexican,o
national,o
who,o
was,o
homeless,o
and,o
living,o
in,o
the,o
US,o
illegally,o
when,o
he,o
fired,o
the,o
shot,o
that,o
killed,o
Steinle,o
",",o
was,o
acquitted,o
by,o
a,o
jury,o
on,o
murder,o
and,o
manslaughter,o
charges,o
.,o
NEWLINE,o
The,o
jury,o
convicted,o
him,o
of,o
the,o
lesser,o
charge,o
of,o
being,o
a,o
felon,o
in,o
possession,o
of,o
a,o
gun,o
",",o
which,o
carries,o
a,o
maximum,o
sentence,o
of,o
three,o
years,o
in,o
state,o
prison,o
.,o
NEWLINENEWLINE,o
Steinle,o
",",o
32,o
",",o
was,o
fatally,o
shot,o
while,o
she,o
walked,o
along,o
Pier,o
14,o
of,o
the,o
San,o
Francisco,o
Bay,o
with,o
her,o
father,o
in,o
July,o
2015,o
.,o
NEWLINE,o
The,o
bullet,o
that,o
pierced,o
her,o
back,o
had,o
ricocheted,o
off,o
the,o
concrete,o
ground,o
after,o
it,o
was,o
fired,o
by,o
Garcia,o
Zarate,o
from,o
a,o
handgun,o
belonging,o
to,o
a,o
federal,o
ranger,o
that,o
had,o
been,o
stolen,o
four,o
days,o
earlier,o
.,o
NEWLINENEWLINE,o
Garcia,o
Zarate,o
's,o
defense,o
attorneys,o
argued,o
that,o
the,o
shooting,o
was,o
an,o
accident,o
—,o
they,o
said,o
he,o
found,o
the,o
gun,o
wrapped,o
in,o
a,o
T,o
-,o
shirt,o
or,o
